date,min,max,median,q1,q3,stdev,count
2022-12-13T00:00:00.000Z,1.4,76.09,2.74,2.15,4.3,4.699,522
2022-12-14T00:00:00.000Z,2.8,19,4.7,3.71,6.8,2.518,513
2022-12-15T00:00:00.000Z,2.8,45.5,9.32,5.35,12.37,5.555,518
2022-12-16T00:00:00.000Z,4.8,91.03,10.72,7.9,18.13,9.141,478
2022-12-17T00:00:00.000Z,1,31.58,6.13,3.34,11.12,4.818,512
2022-12-18T00:00:00.000Z,1.67,30.4,8.66,4,10.3,3.702,518
2022-12-19T00:00:00.000Z,1.7,58.38,13.2,5.73,19.05,7.905,520
2022-12-20T00:00:00.000Z,2.6,68.34,15.79,11.34,23.69,9.481,528
2022-12-21T00:00:00.000Z,0.3,35.92,3.88,2.5,5.09,4.733,490
2022-12-22T00:00:00.000Z,1.25,65.06,3.13,2.02,9.1,4.596,519
2022-12-23T00:00:00.000Z,0.13,12.85,2.6,0.6,5.75,3.64,378
2022-12-24T00:00:00.000Z,1.7,25.27,5.82,2.5,8.8,4.837,460
2022-12-25T00:00:00.000Z,2.7,32.97,7.2,4.5,10.48,5.045,490
2022-12-26T00:00:00.000Z,1.88,49.03,7.14,5.03,11.82,8.463,388
2022-12-27T00:00:00.000Z,0.5,8.6,1.58,1,2.4,1.01,449
2022-12-28T00:00:00.000Z,0.7,38.54,5.25,1.2,7.75,5.976,471
2022-12-29T00:00:00.000Z,1.12,25.17,6.13,3.25,10.55,5.498,515
2022-12-30T00:00:00.000Z,0.7,11.8,2.13,1.45,2.8,1.232,441
2022-12-31T00:00:00.000Z,1.3,128.43,3.75,2.91,4.5,12.799,472
2023-01-01T00:00:00.000Z,2.1,39.35,9.35,4.88,17.13,9.215,495
2023-01-02T00:00:00.000Z,0.98,124.57,9.52,2.24,15.02,16.8,516
2023-01-03T00:00:00.000Z,0.8,9.57,1.55,1.2,2.72,1.651,435
2023-01-04T00:00:00.000Z,0.56,36.53,2.5,1.92,3.74,3.462,480
2023-01-05T00:00:00.000Z,1,13.35,3.82,2.17,4.75,1.595,504
2023-01-06T00:00:00.000Z,1.98,16.48,3.33,2.9,4.5,1.385,515
2023-01-07T00:00:00.000Z,3.72,45.1,6.8,5.4,22.17,11.201,511
2023-01-08T00:00:00.000Z,1.65,54.4,11.15,7.18,27.9,14.298,547
2023-01-09T00:00:00.000Z,6.32,53.42,26.42,12.9,36.04,12.443,494
2023-01-10T00:00:00.000Z,1.08,21.92,4.95,3.24,8.47,3.515,520
2023-01-11T00:00:00.000Z,1,29.27,2.75,2.02,3.33,3.695,487
2023-01-12T00:00:00.000Z,1.35,26.02,3.4,2.78,4.03,2.734,529
2023-01-13T00:00:00.000Z,0.43,40.79,3.94,2.8,6.04,4.994,476
2023-01-14T00:00:00.000Z,0.47,24.55,2.72,1.95,3.6,2.451,545
2023-01-15T00:00:00.000Z,0.3,5.85,1.9,1.12,2.41,0.958,457
2023-01-16T00:00:00.000Z,0.1,30.2,1.02,0.4,2.92,2.412,487
2023-01-17T00:00:00.000Z,1.2,26,3.6,2.63,8.88,6.026,503
2023-01-18T00:00:00.000Z,0.2,11.4,1.2,0.8,2.27,2.128,438
2023-01-19T00:00:00.000Z,1.85,28.05,4.84,3,11.53,5.938,557
2023-01-20T00:00:00.000Z,3.08,68.05,9.18,5.72,26.6,13.786,523
2023-01-21T00:00:00.000Z,7.15,36.33,11.77,10.35,13.63,3.006,499
2023-01-22T00:00:00.000Z,4.97,43.58,13,8.19,16.3,4.914,561
2023-01-23T00:00:00.000Z,4.34,25.7,7.6,6.32,8.82,1.975,451
2023-01-24T00:00:00.000Z,3.38,19.3,9.02,7.13,11.57,3.32,524
2023-01-25T00:00:00.000Z,0.5,36.63,3.1,2.17,5.15,2.663,485
2023-01-26T00:00:00.000Z,0.2,22.98,1.7,0.88,9.93,5.536,545
2023-01-27T00:00:00.000Z,0.73,11.4,1.7,1.1,3.13,2.045,419
2023-01-28T00:00:00.000Z,0.6,28.45,1.77,1.3,3.2,3.094,518
2023-01-29T00:00:00.000Z,0.8,9.93,2.1,1.7,3.05,1.15,509
2023-01-30T00:00:00.000Z,0.1,2.92,0.6,0.35,0.98,0.378,475
2023-01-31T00:00:00.000Z,0.2,12.38,0.85,0.55,4.55,3.219,497
2023-02-01T00:00:00.000Z,0.8,11.38,3.63,2.47,5.5,2.159,514
2023-02-02T00:00:00.000Z,0.6,77.7,1.5,1.1,6.4,10.658,503
2023-02-03T00:00:00.000Z,0.8,14.43,4.84,1.6,6.28,2.918,388
2023-02-04T00:00:00.000Z,1,58.97,1.63,1.38,8.23,8.765,554
2023-02-05T00:00:00.000Z,0.7,7.7,2.08,1.2,3.6,1.683,481
2023-02-06T00:00:00.000Z,1.25,15.2,2.31,1.89,3.97,1.634,444
2023-02-07T00:00:00.000Z,3.17,16.57,5.45,4.57,8.28,3.003,461
2023-02-08T00:00:00.000Z,2.38,59.2,6.24,4.4,9.13,4.419,404
2023-02-09T00:00:00.000Z,0.2,16.25,6.63,3.98,8.25,2.938,453
2023-02-10T00:00:00.000Z,0.2,9.63,0.73,0.5,1.23,1.398,478
2023-02-11T00:00:00.000Z,0.6,21.48,2.27,1.65,5.32,3.26,438
2023-02-12T00:00:00.000Z,1.05,8.57,2.63,1.7,3.8,1.386,505
2023-02-13T00:00:00.000Z,0.6,3.3,1.1,0.9,1.3,0.335,391
2023-02-14T00:00:00.000Z,0.52,37.67,1.4,1.08,3.82,6.183,432
2023-02-15T00:00:00.000Z,4.65,42.25,9.1,7.68,11,4.534,379
2023-02-16T00:00:00.000Z,8.57,25.85,15.08,12.2,20.63,4.783,422
2023-02-17T00:00:00.000Z,1.2,35.42,16.09,8.8,18.7,6.535,394
2023-02-18T00:00:00.000Z,0.1,11.95,0.7,0.32,1.2,1.635,511
2023-02-19T00:00:00.000Z,0.4,11.15,0.7,0.6,0.95,1.201,442
2023-02-20T00:00:00.000Z,0.2,19.14,0.9,0.75,1.12,1.748,521
2023-02-21T00:00:00.000Z,0.8,10.05,4.62,3.59,5.85,1.63,504
2023-02-22T00:00:00.000Z,2.75,9.68,4.13,3.42,5.68,1.439,395
2023-02-23T00:00:00.000Z,1.92,12.98,3.83,3.15,6.55,2.5,373
2023-02-24T00:00:00.000Z,0.75,14.27,2.23,1.63,5.57,3.349,526
2023-02-25T00:00:00.000Z,0.68,5.8,1.48,1.17,1.9,0.933,417
2023-02-26T00:00:00.000Z,0.3,14.75,1.2,0.9,4.09,2.662,505
2023-02-27T00:00:00.000Z,0.13,6.3,1.65,0.9,2.6,1.313,517
2023-02-28T00:00:00.000Z,0.1,7.7,0.7,0.5,0.9,0.733,421
2023-03-01T00:00:00.000Z,0.15,4.07,0.7,0.5,0.94,0.458,525
2023-03-02T00:00:00.000Z,0.3,4.7,0.75,0.6,1,0.491,535
2023-03-03T00:00:00.000Z,0.2,2.92,1.1,0.8,1.45,0.499,424
2023-03-04T00:00:00.000Z,0.4,6.72,0.7,0.6,0.82,0.403,527
2023-03-05T00:00:00.000Z,0.4,18,0.9,0.7,1.5,1.784,547
2023-03-06T00:00:00.000Z,0.65,46.17,1.5,1.2,6.84,5.3,533
2023-03-07T00:00:00.000Z,0.4,22.57,4.05,1.45,5.87,3.112,519
2023-03-08T00:00:00.000Z,1.2,8.98,2.15,1.9,2.74,1.271,552
2023-03-09T00:00:00.000Z,0.4,23.9,3.03,1.12,5.04,3.066,468
2023-03-10T00:00:00.000Z,0.9,50.35,2.2,1.5,10.03,8.672,540
2023-03-11T00:00:00.000Z,0.82,37.04,6.22,2.95,12.84,7.462,548
2023-03-12T00:00:00.000Z,0.3,6.2,1.35,0.87,2.08,1.216,529
2023-03-13T00:00:00.000Z,0.6,12.35,1.6,1.3,2.25,1.732,532
2023-03-14T00:00:00.000Z,0.2,17.42,1.2,0.9,2.85,2.19,405
2023-03-15T00:00:00.000Z,0.3,3.95,0.98,0.7,1.25,0.47,547
2023-03-16T00:00:00.000Z,0.9,18.98,1.73,1.45,3.5,2.737,534
2023-03-17T00:00:00.000Z,0.56,9.69,2.63,1.27,5.75,2.872,529
2023-03-18T00:00:00.000Z,9.1,84.95,25.55,21.83,33.25,13.333,428
2023-03-19T00:00:00.000Z,1.6,71.03,8.9,4.57,23.05,13.842,525
2023-03-20T00:00:00.000Z,0.1,27.67,5.19,0.8,16.45,7.993,514
2023-03-21T00:00:00.000Z,0.2,18.8,3.5,0.84,7.68,4.266,533
2023-03-22T00:00:00.000Z,0.6,14.02,5.05,2.54,8.27,3.218,523
2023-03-23T00:00:00.000Z,1,7.28,2.92,2.27,3.63,1.038,531
2023-03-24T00:00:00.000Z,0,13.6,2.67,0.6,3.25,2.362,510
2023-03-25T00:00:00.000Z,0.1,11.35,2.13,1.7,2.67,1.048,507
2023-03-26T00:00:00.000Z,0.75,7.7,1.75,1.52,1.99,0.693,416
2023-03-27T00:00:00.000Z,0.9,5.32,1.92,1.65,2.15,0.427,462
2023-03-28T00:00:00.000Z,0.4,11.4,1.45,1.14,1.8,1.056,507
2023-03-29T00:00:00.000Z,0.6,7.53,2.16,1.38,3.65,1.312,450
2023-03-30T00:00:00.000Z,0.56,18.92,1.8,1.2,2.5,1.459,516
2023-03-31T00:00:00.000Z,0.6,3.38,1.5,1.2,1.8,0.406,512
2023-04-01T00:00:00.000Z,0.1,2.65,1.75,1,2,0.631,331
2023-04-02T00:00:00.000Z,0.4,6.38,1.67,1.35,1.9,0.508,446
2023-04-03T00:00:00.000Z,0.4,7.63,1.9,1.1,2.35,1.151,532
2023-04-04T00:00:00.000Z,0.7,8.32,1.88,1.32,3.7,1.392,576
2023-04-05T00:00:00.000Z,1.1,6.75,2.1,1.77,3.26,0.996,576
2023-04-06T00:00:00.000Z,1.02,7.55,2.63,1.7,4.09,1.561,588
2023-04-07T00:00:00.000Z,0.8,16.02,2.21,1.4,5.88,3.828,562
2023-04-08T00:00:00.000Z,0.2,76.65,1.1,0.6,1.6,5.3,583
2023-04-09T00:00:00.000Z,0.3,23.05,2.37,1.02,4.7,2.588,578
2023-04-10T00:00:00.000Z,0.5,12.05,3.25,1.1,4.63,1.813,485
2023-04-11T00:00:00.000Z,1.14,16.85,6.32,3.83,9.69,3.886,578
2023-04-12T00:00:00.000Z,4.95,18.64,8.57,7.15,10.77,2.909,574
2023-04-13T00:00:00.000Z,3.15,12.27,5.9,5.07,7.31,1.822,585
2023-04-14T00:00:00.000Z,2.97,7.53,4.88,4.2,5.57,0.888,579
2023-04-15T00:00:00.000Z,2.29,5.65,3.17,2.92,3.59,0.55,581
2023-04-16T00:00:00.000Z,2,16.67,2.92,2.6,3.55,1.262,586
2023-04-17T00:00:00.000Z,1.02,5.43,1.9,1.63,3.38,1.071,571
2023-04-18T00:00:00.000Z,0.1,2.58,0.6,0.4,1.55,0.677,580
2023-04-19T00:00:00.000Z,0.2,2.15,0.7,0.45,0.98,0.367,495
2023-04-20T00:00:00.000Z,0.3,9.57,1.2,0.7,1.9,1.312,587
2023-04-21T00:00:00.000Z,0.43,5.32,1.6,0.9,3,1.259,527
2023-04-22T00:00:00.000Z,0.47,114.05,1.2,0.9,1.9,5.04,517
2023-04-23T00:00:00.000Z,0.65,27.95,1.6,1.25,5.3,5.703,372
2023-04-24T00:00:00.000Z,1.58,9.9,3.92,3.22,5.72,1.83,581
2023-04-25T00:00:00.000Z,0.85,29.7,5.07,3.42,13.8,6.42,587
2023-04-26T00:00:00.000Z,0,32.29,0.4,0.25,1.2,7.682,579
2023-04-27T00:00:00.000Z,0.2,1.9,0.5,0.4,0.7,0.243,585
2023-04-28T00:00:00.000Z,0.1,2.08,0.5,0.3,0.7,0.371,393
2023-04-29T00:00:00.000Z,0.4,4.88,1.29,0.82,1.83,0.763,570
2023-04-30T00:00:00.000Z,0.1,30.88,0.6,0.5,0.82,2.438,416
2023-05-01T00:00:00.000Z,0.28,11.95,2.63,1.83,7.35,3.047,573
2023-05-02T00:00:00.000Z,0.1,7,0.7,0.5,1.1,0.741,573
2023-05-03T00:00:00.000Z,0.1,10.07,0.7,0.35,0.93,0.673,414
2023-05-04T00:00:00.000Z,0.3,7.55,1.1,0.7,2.06,0.968,581
2023-05-05T00:00:00.000Z,0.4,6.5,1.9,1,3.08,1.232,405
2023-05-06T00:00:00.000Z,0.4,33.83,1.1,0.68,2.78,2.157,571
2023-05-07T00:00:00.000Z,0.55,4.68,1.2,0.88,2.7,1.137,453
2023-05-08T00:00:00.000Z,0.6,4.82,1.5,1.2,1.8,0.486,563
2023-05-09T00:00:00.000Z,1.12,5.55,2.54,1.95,3.78,1.125,344
2023-05-10T00:00:00.000Z,1.2,8.02,2.29,1.8,3.1,1.528,579
2023-05-11T00:00:00.000Z,1.2,5.5,2,1.73,2.6,0.73,568
2023-05-12T00:00:00.000Z,1.1,3.5,2,1.6,2.38,0.478,588
2023-05-13T00:00:00.000Z,1.1,44.22,2.2,1.65,3.03,3.309,579
2023-05-14T00:00:00.000Z,1.1,250.57,2.2,1.7,3.36,11.66,581
2023-05-15T00:00:00.000Z,1.27,5.88,2.54,1.85,3.63,1.158,575
2023-05-16T00:00:00.000Z,0.88,13.3,3.9,1.83,4.84,2.712,458
2023-05-17T00:00:00.000Z,0,11,0.7,0.4,2.82,2.071,564
2023-05-18T00:00:00.000Z,0.3,3.2,0.6,0.5,0.8,0.279,574
2023-05-19T00:00:00.000Z,0.52,8.38,1.1,0.9,1.42,0.605,576
2023-05-20T00:00:00.000Z,0.4,74.31,0.98,0.75,1.33,3.454,584
2023-05-21T00:00:00.000Z,0.7,2.9,1.3,1.1,1.75,0.455,574
2023-05-22T00:00:00.000Z,0.85,8.6,1.45,1.3,2.29,1.365,534
2023-05-23T00:00:00.000Z,0.98,5.09,1.65,1.33,2.35,0.785,571
2023-05-24T00:00:00.000Z,1.4,7.88,2.19,1.85,3.57,1.404,576
2023-05-25T00:00:00.000Z,0.6,2.97,1.5,1.2,1.77,0.407,542
2023-05-26T00:00:00.000Z,0.1,5.7,0.82,0.5,1.7,0.7,427
2023-05-27T00:00:00.000Z,0.43,9.44,0.9,0.7,1.26,0.608,464
2023-05-28T00:00:00.000Z,0.4,38.6,1.7,1,2.83,1.946,494
2023-05-29T00:00:00.000Z,0.28,106.68,0.8,0.7,0.9,4.715,505
2023-05-30T00:00:00.000Z,0.77,2.15,1.33,1.17,1.5,0.256,575
2023-05-31T00:00:00.000Z,0.2,1.35,0.63,0.5,0.8,0.229,348
2023-06-01T00:00:00.000Z,0.15,1.6,0.7,0.55,0.85,0.232,567
2023-06-02T00:00:00.000Z,0,1.45,0.3,0.2,0.55,0.236,571
2023-06-03T00:00:00.000Z,0.22,105.65,0.6,0.47,0.77,6.173,456
2023-06-04T00:00:00.000Z,0,12.55,0.32,0.2,0.5,0.677,581
2023-06-05T00:00:00.000Z,0.32,4.93,0.8,0.64,1.2,0.643,573
2023-06-06T00:00:00.000Z,0.4,3.6,1.89,1.42,2.29,0.656,366
2023-06-07T00:00:00.000Z,0.3,1.7,0.56,0.5,0.7,0.154,577
2023-06-08T00:00:00.000Z,0.35,3.15,1.1,0.75,1.58,0.504,441
2023-06-09T00:00:00.000Z,0.1,1.27,0.4,0.3,0.8,0.291,572
2023-06-10T00:00:00.000Z,0.15,426.15,0.6,0.39,0.9,20.882,580
2023-06-11T00:00:00.000Z,0.3,9.35,0.8,0.55,1.4,0.687,586
2023-06-12T00:00:00.000Z,0.25,259.58,0.9,0.68,1.64,10.758,581
2023-06-13T00:00:00.000Z,0.8,40.75,1.5,1.23,1.8,1.749,581
2023-06-14T00:00:00.000Z,1.35,7.45,2.27,1.98,2.5,0.562,574
2023-06-15T00:00:00.000Z,1.3,5.95,2.5,2.1,3.05,0.864,583
2023-06-16T00:00:00.000Z,1.8,7.55,4.3,3,5.2,1.315,581
2023-06-17T00:00:00.000Z,3.22,30.05,5,4.18,5.85,1.618,570
2023-06-18T00:00:00.000Z,5.82,26.2,10.93,8.59,13.38,3.3,581
2023-06-19T00:00:00.000Z,2.72,31.83,9.96,7.06,16.98,6.542,376
2023-06-20T00:00:00.000Z,2.9,9.02,3.95,3.6,5.22,1.343,567
2023-06-21T00:00:00.000Z,2.75,11.07,4.47,3.78,5.71,1.678,581
2023-06-22T00:00:00.000Z,1.02,15.63,2.29,1.77,4.7,2.012,579
2023-06-23T00:00:00.000Z,1.1,14.3,2.49,1.92,3.42,1.171,572
2023-06-24T00:00:00.000Z,0.5,6.78,1.02,0.88,1.9,1.068,579
2023-06-25T00:00:00.000Z,0.7,4.57,1.42,1.12,2.27,0.886,588
2023-06-26T00:00:00.000Z,0.5,4.2,1.4,0.9,2.29,0.971,510
2023-06-27T00:00:00.000Z,0.7,10.85,1.63,1.4,2.9,1.249,579
2023-06-28T00:00:00.000Z,1,6.28,2.45,2.08,3.45,1.053,583
2023-06-29T00:00:00.000Z,0.8,10.88,2.1,1.52,2.8,1.228,586
2023-06-30T00:00:00.000Z,0.3,7.35,2.25,1.44,3,1.17,584
2023-07-01T00:00:00.000Z,0.7,186.38,2.5,2.13,2.85,9.542,375
2023-07-02T00:00:00.000Z,0.77,7.95,2.7,1.98,3.9,1.433,583
2023-07-03T00:00:00.000Z,0.63,4,1.8,1.3,2.52,0.726,563
2023-07-04T00:00:00.000Z,0.3,2.72,1.5,1,1.9,0.496,417
2023-07-05T00:00:00.000Z,0.9,5.7,1.99,1.58,2.75,0.973,552
2023-07-06T00:00:00.000Z,0.3,7.57,3.83,1.59,5.07,1.904,281
2023-07-07T00:00:00.000Z,0.6,20.23,1.4,1.08,1.65,1.124,531
2023-07-08T00:00:00.000Z,0.9,5.32,2,1.77,2.25,0.559,353
2023-07-09T00:00:00.000Z,0.5,9.43,1.48,1.1,1.9,0.64,370
2023-07-10T00:00:00.000Z,0.5,3.67,0.9,0.7,1.23,0.508,351
2023-07-11T00:00:00.000Z,0.68,5.3,1.4,1.05,2.33,0.996,544
2023-07-12T00:00:00.000Z,1.1,6.4,1.7,1.5,2.38,1.082,558
2023-07-13T00:00:00.000Z,0.4,5.22,1.1,0.9,1.77,1.042,561
2023-07-14T00:00:00.000Z,0.3,2.6,1.1,0.73,1.55,0.476,543
2023-07-15T00:00:00.000Z,0.3,34.72,0.95,0.75,1.17,1.437,582
2023-07-16T00:00:00.000Z,1.1,199.98,1.9,1.6,2.7,10.513,588
2023-07-17T00:00:00.000Z,0.7,27.85,2.09,1.3,3.1,1.814,388
2023-07-18T00:00:00.000Z,0.2,2.5,0.8,0.55,1.14,0.397,586
2023-07-19T00:00:00.000Z,0.1,7.13,1.1,0.5,1.6,0.712,473
2023-07-20T00:00:00.000Z,0.3,5.9,0.94,0.7,1.35,0.483,570
2023-07-21T00:00:00.000Z,0.2,2.5,0.93,0.7,1.2,0.407,584
2023-07-22T00:00:00.000Z,0.3,17.35,0.93,0.73,1.2,0.873,586
2023-07-23T00:00:00.000Z,0.4,2.8,0.9,0.73,1.1,0.431,582
2023-07-24T00:00:00.000Z,0.2,13.32,1.19,0.7,3,2.482,586
2023-07-25T00:00:00.000Z,0.13,11.52,2.25,1.3,5.9,2.828,585
2023-07-26T00:00:00.000Z,0.3,176.82,1.23,0.73,1.85,10.856,586
2023-07-27T00:00:00.000Z,0.2,2.9,0.9,0.6,1.33,0.546,579
2023-07-28T00:00:00.000Z,0.2,9.07,0.87,0.5,1.66,0.797,584
2023-07-29T00:00:00.000Z,0.32,24.63,1.33,0.8,1.88,1.488,574
2023-07-30T00:00:00.000Z,0.4,36.63,2.4,1.6,2.9,1.709,570
2023-07-31T00:00:00.000Z,1,10.02,2.8,1.8,4.68,1.755,587
2023-08-01T00:00:00.000Z,0.4,5.25,1.02,0.8,1.83,1.006,585
2023-08-02T00:00:00.000Z,0.38,15.6,1,0.7,2.02,1.886,582
2023-08-03T00:00:00.000Z,1.42,10.07,4.05,2.9,4.97,1.468,570
2023-08-04T00:00:00.000Z,0.2,11.88,2.34,1.38,3.62,1.655,532
2023-08-05T00:00:00.000Z,1.4,22.87,2.5,2,3.55,2.647,513
2023-08-06T00:00:00.000Z,1.5,27.08,5.31,3.53,6.95,3.907,586
2023-08-07T00:00:00.000Z,0.4,44.7,8.55,2.29,14.33,8.673,585
2023-08-08T00:00:00.000Z,0.1,7.8,0.9,0.6,1.42,0.751,590
2023-08-09T00:00:00.000Z,0.73,6.35,1.75,1.45,2.04,0.533,581
2023-08-10T00:00:00.000Z,0,2.6,1.4,0.9,1.67,0.537,569
2023-08-11T00:00:00.000Z,0.2,3.92,1,0.5,1.8,0.781,578
2023-08-12T00:00:00.000Z,0.6,6.35,1.17,1,2.2,0.923,587
2023-08-13T00:00:00.000Z,0.1,6.13,2.04,0.9,2.8,1.217,583
2023-08-14T00:00:00.000Z,1.17,5.72,2.4,2.02,3.07,0.934,585
2023-08-15T00:00:00.000Z,0.85,30.77,3.25,2.47,5.4,4.503,587
2023-08-16T00:00:00.000Z,0.2,52.72,1.57,0.7,18.25,12.037,590
2023-08-17T00:00:00.000Z,0.45,2.02,1,0.85,1.14,0.219,586
2023-08-18T00:00:00.000Z,0.4,2.6,1.17,0.9,1.4,0.408,591
2023-08-19T00:00:00.000Z,0.7,4.78,2.33,1.8,2.97,0.815,586
2023-08-20T00:00:00.000Z,0.63,29.17,1.8,1.14,8.73,6.972,575
2023-08-21T00:00:00.000Z,0.6,28.23,1.8,1.23,3.2,5.886,567
2023-08-22T00:00:00.000Z,0.7,4.4,1.98,1.48,2.92,0.889,584
2023-08-23T00:00:00.000Z,1.1,10.9,1.8,1.52,3.04,1.961,589
2023-08-24T00:00:00.000Z,0.4,4.28,1.65,0.9,2.5,0.904,586
2023-08-25T00:00:00.000Z,0.8,9.94,3.05,2.13,4.03,1.484,580
2023-08-26T00:00:00.000Z,0.9,36.54,4.53,1.8,14.77,8.709,583
2023-08-27T00:00:00.000Z,0.68,24.88,1.49,1,2.1,4.746,580
